,Series Name,Period,Frequency,Value,Units
33,"Henry Hub Natural Gas Spot Price, Daily",20200910,D,2.13,Dollars per Million Btu
34,"Henry Hub Natural Gas Spot Price, Daily",20200909,D,2.21,Dollars per Million Btu
35,"Henry Hub Natural Gas Spot Price, Daily",20200908,D,2.35,Dollars per Million Btu
36,"Henry Hub Natural Gas Spot Price, Daily",20200904,D,1.8,Dollars per Million Btu
37,"Henry Hub Natural Gas Spot Price, Daily",20200903,D,2.32,Dollars per Million Btu
38,"Henry Hub Natural Gas Spot Price, Daily",20200902,D,2.15,Dollars per Million Btu
39,"Henry Hub Natural Gas Spot Price, Daily",20200901,D,2.22,Dollars per Million Btu
40,"Henry Hub Natural Gas Spot Price, Daily",20200831,D,2.3,Dollars per Million Btu
41,"Henry Hub Natural Gas Spot Price, Daily",20200828,D,2.46,Dollars per Million Btu
42,"Henry Hub Natural Gas Spot Price, Daily",20200827,D,2.52,Dollars per Million Btu
43,"Henry Hub Natural Gas Spot Price, Daily",20200826,D,2.52,Dollars per Million Btu
44,"Henry Hub Natural Gas Spot Price, Daily",20200825,D,2.54,Dollars per Million Btu
45,"Henry Hub Natural Gas Spot Price, Daily",20200824,D,2.57,Dollars per Million Btu
46,"Henry Hub Natural Gas Spot Price, Daily",20200821,D,2.39,Dollars per Million Btu
47,"Henry Hub Natural Gas Spot Price, Daily",20200820,D,2.35,Dollars per Million Btu
48,"Henry Hub Natural Gas Spot Price, Daily",20200819,D,2.43,Dollars per Million Btu
49,"Henry Hub Natural Gas Spot Price, Daily",20200818,D,2.45,Dollars per Million Btu
50,"Henry Hub Natural Gas Spot Price, Daily",20200817,D,2.32,Dollars per Million Btu
51,"Henry Hub Natural Gas Spot Price, Daily",20200814,D,2.23,Dollars per Million Btu
52,"Henry Hub Natural Gas Spot Price, Daily",20200813,D,2.19,Dollars per Million Btu
53,"Henry Hub Natural Gas Spot Price, Daily",20200812,D,2.05,Dollars per Million Btu
54,"Henry Hub Natural Gas Spot Price, Daily",20200811,D,2.19,Dollars per Million Btu
55,"Henry Hub Natural Gas Spot Price, Daily",20200810,D,2.18,Dollars per Million Btu
56,"Henry Hub Natural Gas Spot Price, Daily",20200807,D,2.15,Dollars per Million Btu
57,"Henry Hub Natural Gas Spot Price, Daily",20200806,D,2.26,Dollars per Million Btu
58,"Henry Hub Natural Gas Spot Price, Daily",20200805,D,2.23,Dollars per Million Btu
59,"Henry Hub Natural Gas Spot Price, Daily",20200804,D,2.07,Dollars per Million Btu
60,"Henry Hub Natural Gas Spot Price, Daily",20200803,D,1.95,Dollars per Million Btu
61,"Henry Hub Natural Gas Spot Price, Daily",20200731,D,1.83,Dollars per Million Btu
62,"Henry Hub Natural Gas Spot Price, Daily",20200730,D,1.81,Dollars per Million Btu
63,"Henry Hub Natural Gas Spot Price, Daily",20200729,D,1.77,Dollars per Million Btu
64,"Henry Hub Natural Gas Spot Price, Daily",20200728,D,1.83,Dollars per Million Btu
65,"Henry Hub Natural Gas Spot Price, Daily",20200727,D,1.85,Dollars per Million Btu
66,"Henry Hub Natural Gas Spot Price, Daily",20200724,D,1.77,Dollars per Million Btu
67,"Henry Hub Natural Gas Spot Price, Daily",20200723,D,1.75,Dollars per Million Btu
68,"Henry Hub Natural Gas Spot Price, Daily",20200722,D,1.69,Dollars per Million Btu
69,"Henry Hub Natural Gas Spot Price, Daily",20200721,D,1.66,Dollars per Million Btu
70,"Henry Hub Natural Gas Spot Price, Daily",20200720,D,1.71,Dollars per Million Btu
71,"Henry Hub Natural Gas Spot Price, Daily",20200717,D,1.79,Dollars per Million Btu
72,"Henry Hub Natural Gas Spot Price, Daily",20200716,D,1.79,Dollars per Million Btu
73,"Henry Hub Natural Gas Spot Price, Daily",20200715,D,1.76,Dollars per Million Btu
74,"Henry Hub Natural Gas Spot Price, Daily",20200714,D,1.74,Dollars per Million Btu
75,"Henry Hub Natural Gas Spot Price, Daily",20200713,D,1.75,Dollars per Million Btu
76,"Henry Hub Natural Gas Spot Price, Daily",20200710,D,1.79,Dollars per Million Btu
77,"Henry Hub Natural Gas Spot Price, Daily",20200709,D,1.88,Dollars per Million Btu
78,"Henry Hub Natural Gas Spot Price, Daily",20200708,D,1.78,Dollars per Million Btu
79,"Henry Hub Natural Gas Spot Price, Daily",20200707,D,1.76,Dollars per Million Btu
80,"Henry Hub Natural Gas Spot Price, Daily",20200706,D,1.71,Dollars per Million Btu
81,"Henry Hub Natural Gas Spot Price, Daily",20200703,D,0.0,Dollars per Million Btu
82,"Henry Hub Natural Gas Spot Price, Daily",20200701,D,1.69,Dollars per Million Btu
83,"Henry Hub Natural Gas Spot Price, Daily",20200630,D,1.76,Dollars per Million Btu
84,"Henry Hub Natural Gas Spot Price, Daily",20200629,D,1.67,Dollars per Million Btu
85,"Henry Hub Natural Gas Spot Price, Daily",20200626,D,1.42,Dollars per Million Btu
86,"Henry Hub Natural Gas Spot Price, Daily",20200625,D,1.53,Dollars per Million Btu
87,"Henry Hub Natural Gas Spot Price, Daily",20200624,D,1.64,Dollars per Million Btu
88,"Henry Hub Natural Gas Spot Price, Daily",20200623,D,1.61,Dollars per Million Btu
89,"Henry Hub Natural Gas Spot Price, Daily",20200622,D,1.64,Dollars per Million Btu
90,"Henry Hub Natural Gas Spot Price, Daily",20200619,D,1.49,Dollars per Million Btu
91,"Henry Hub Natural Gas Spot Price, Daily",20200618,D,1.51,Dollars per Million Btu
92,"Henry Hub Natural Gas Spot Price, Daily",20200617,D,1.55,Dollars per Million Btu
93,"Henry Hub Natural Gas Spot Price, Daily",20200616,D,1.43,Dollars per Million Btu
94,"Henry Hub Natural Gas Spot Price, Daily",20200615,D,1.64,Dollars per Million Btu
95,"Henry Hub Natural Gas Spot Price, Daily",20200612,D,1.67,Dollars per Million Btu
96,"Henry Hub Natural Gas Spot Price, Daily",20200611,D,1.77,Dollars per Million Btu
97,"Henry Hub Natural Gas Spot Price, Daily",20200610,D,1.72,Dollars per Million Btu
98,"Henry Hub Natural Gas Spot Price, Daily",20200609,D,1.68,Dollars per Million Btu
99,"Henry Hub Natural Gas Spot Price, Daily",20200608,D,1.68,Dollars per Million Btu
100,"Henry Hub Natural Gas Spot Price, Daily",20200605,D,1.8,Dollars per Million Btu
101,"Henry Hub Natural Gas Spot Price, Daily",20200604,D,1.68,Dollars per Million Btu
102,"Henry Hub Natural Gas Spot Price, Daily",20200603,D,1.84,Dollars per Million Btu
103,"Henry Hub Natural Gas Spot Price, Daily",20200602,D,1.58,Dollars per Million Btu
104,"Henry Hub Natural Gas Spot Price, Daily",20200601,D,1.59,Dollars per Million Btu
105,"Henry Hub Natural Gas Spot Price, Daily",20200529,D,1.7,Dollars per Million Btu
106,"Henry Hub Natural Gas Spot Price, Daily",20200528,D,1.79,Dollars per Million Btu
107,"Henry Hub Natural Gas Spot Price, Daily",20200527,D,1.78,Dollars per Million Btu
108,"Henry Hub Natural Gas Spot Price, Daily",20200526,D,1.79,Dollars per Million Btu
109,"Henry Hub Natural Gas Spot Price, Daily",20200522,D,1.7,Dollars per Million Btu
110,"Henry Hub Natural Gas Spot Price, Daily",20200521,D,1.75,Dollars per Million Btu
111,"Henry Hub Natural Gas Spot Price, Daily",20200520,D,1.83,Dollars per Million Btu
112,"Henry Hub Natural Gas Spot Price, Daily",20200519,D,1.85,Dollars per Million Btu
113,"Henry Hub Natural Gas Spot Price, Daily",20200518,D,1.77,Dollars per Million Btu
114,"Henry Hub Natural Gas Spot Price, Daily",20200515,D,1.66,Dollars per Million Btu
115,"Henry Hub Natural Gas Spot Price, Daily",20200514,D,1.6,Dollars per Million Btu
116,"Henry Hub Natural Gas Spot Price, Daily",20200513,D,1.56,Dollars per Million Btu
117,"Henry Hub Natural Gas Spot Price, Daily",20200512,D,1.61,Dollars per Million Btu
118,"Henry Hub Natural Gas Spot Price, Daily",20200511,D,1.7,Dollars per Million Btu
119,"Henry Hub Natural Gas Spot Price, Daily",20200508,D,1.74,Dollars per Million Btu
120,"Henry Hub Natural Gas Spot Price, Daily",20200507,D,1.84,Dollars per Million Btu
121,"Henry Hub Natural Gas Spot Price, Daily",20200506,D,1.9,Dollars per Million Btu
122,"Henry Hub Natural Gas Spot Price, Daily",20200505,D,1.93,Dollars per Million Btu
123,"Henry Hub Natural Gas Spot Price, Daily",20200504,D,1.78,Dollars per Million Btu
124,"Henry Hub Natural Gas Spot Price, Daily",20200501,D,1.69,Dollars per Million Btu
125,"Henry Hub Natural Gas Spot Price, Daily",20200430,D,1.63,Dollars per Million Btu
126,"Henry Hub Natural Gas Spot Price, Daily",20200429,D,1.73,Dollars per Million Btu
127,"Henry Hub Natural Gas Spot Price, Daily",20200428,D,1.8,Dollars per Million Btu
128,"Henry Hub Natural Gas Spot Price, Daily",20200427,D,1.68,Dollars per Million Btu
129,"Henry Hub Natural Gas Spot Price, Daily",20200424,D,1.81,Dollars per Million Btu
130,"Henry Hub Natural Gas Spot Price, Daily",20200423,D,1.86,Dollars per Million Btu
131,"Henry Hub Natural Gas Spot Price, Daily",20200422,D,1.9,Dollars per Million Btu
132,"Henry Hub Natural Gas Spot Price, Daily",20200421,D,1.92,Dollars per Million Btu
133,"Henry Hub Natural Gas Spot Price, Daily",20200420,D,1.78,Dollars per Million Btu
134,"Henry Hub Natural Gas Spot Price, Daily",20200417,D,1.71,Dollars per Million Btu
135,"Henry Hub Natural Gas Spot Price, Daily",20200416,D,1.59,Dollars per Million Btu
136,"Henry Hub Natural Gas Spot Price, Daily",20200415,D,1.68,Dollars per Million Btu
137,"Henry Hub Natural Gas Spot Price, Daily",20200414,D,1.76,Dollars per Million Btu
138,"Henry Hub Natural Gas Spot Price, Daily",20200413,D,1.86,Dollars per Million Btu
139,"Henry Hub Natural Gas Spot Price, Daily",20200410,D,1.74,Dollars per Million Btu
140,"Henry Hub Natural Gas Spot Price, Daily",20200409,D,1.74,Dollars per Million Btu
141,"Henry Hub Natural Gas Spot Price, Daily",20200408,D,1.86,Dollars per Million Btu
142,"Henry Hub Natural Gas Spot Price, Daily",20200407,D,1.83,Dollars per Million Btu
143,"Henry Hub Natural Gas Spot Price, Daily",20200406,D,1.64,Dollars per Million Btu
144,"Henry Hub Natural Gas Spot Price, Daily",20200403,D,1.5,Dollars per Million Btu
145,"Henry Hub Natural Gas Spot Price, Daily",20200402,D,1.55,Dollars per Million Btu
146,"Henry Hub Natural Gas Spot Price, Daily",20200401,D,1.69,Dollars per Million Btu
147,"Henry Hub Natural Gas Spot Price, Daily",20200331,D,1.71,Dollars per Million Btu
148,"Henry Hub Natural Gas Spot Price, Daily",20200330,D,1.65,Dollars per Million Btu
149,"Henry Hub Natural Gas Spot Price, Daily",20200329,D,1.7,Dollars per Million Btu
150,"Henry Hub Natural Gas Spot Price, Daily",20200327,D,1.7,Dollars per Million Btu
151,"Henry Hub Natural Gas Spot Price, Daily",20200326,D,1.73,Dollars per Million Btu
152,"Henry Hub Natural Gas Spot Price, Daily",20200325,D,1.8,Dollars per Million Btu
153,"Henry Hub Natural Gas Spot Price, Daily",20200323,D,1.7,Dollars per Million Btu
154,"Henry Hub Natural Gas Spot Price, Daily",20200322,D,1.76,Dollars per Million Btu
155,"Henry Hub Natural Gas Spot Price, Daily",20200320,D,1.76,Dollars per Million Btu
156,"Henry Hub Natural Gas Spot Price, Daily",20200319,D,1.68,Dollars per Million Btu
157,"Henry Hub Natural Gas Spot Price, Daily",20200318,D,1.73,Dollars per Million Btu
158,"Henry Hub Natural Gas Spot Price, Daily",20200317,D,1.89,Dollars per Million Btu
159,"Henry Hub Natural Gas Spot Price, Daily",20200316,D,1.89,Dollars per Million Btu
160,"Henry Hub Natural Gas Spot Price, Daily",20200315,D,1.94,Dollars per Million Btu
161,"Henry Hub Natural Gas Spot Price, Daily",20200313,D,1.94,Dollars per Million Btu
162,"Henry Hub Natural Gas Spot Price, Daily",20200312,D,1.82,Dollars per Million Btu
163,"Henry Hub Natural Gas Spot Price, Daily",20200311,D,1.96,Dollars per Million Btu
164,"Henry Hub Natural Gas Spot Price, Daily",20200310,D,1.91,Dollars per Million Btu
165,"Henry Hub Natural Gas Spot Price, Daily",20200309,D,1.74,Dollars per Million Btu
166,"Henry Hub Natural Gas Spot Price, Daily",20200308,D,1.76,Dollars per Million Btu
167,"Henry Hub Natural Gas Spot Price, Daily",20200306,D,1.76,Dollars per Million Btu
168,"Henry Hub Natural Gas Spot Price, Daily",20200305,D,1.89,Dollars per Million Btu
169,"Henry Hub Natural Gas Spot Price, Daily",20200304,D,1.83,Dollars per Million Btu
170,"Henry Hub Natural Gas Spot Price, Daily",20200303,D,1.78,Dollars per Million Btu
171,"Henry Hub Natural Gas Spot Price, Daily",20200302,D,1.75,Dollars per Million Btu
172,"Henry Hub Natural Gas Spot Price, Daily",20200301,D,1.79,Dollars per Million Btu
173,"Henry Hub Natural Gas Spot Price, Daily",20200228,D,1.79,Dollars per Million Btu
174,"Henry Hub Natural Gas Spot Price, Daily",20200227,D,1.78,Dollars per Million Btu
175,"Henry Hub Natural Gas Spot Price, Daily",20200226,D,1.96,Dollars per Million Btu
176,"Henry Hub Natural Gas Spot Price, Daily",20200225,D,1.93,Dollars per Million Btu
177,"Henry Hub Natural Gas Spot Price, Daily",20200224,D,1.94,Dollars per Million Btu
178,"Henry Hub Natural Gas Spot Price, Daily",20200221,D,1.96,Dollars per Million Btu
179,"Henry Hub Natural Gas Spot Price, Daily",20200220,D,1.98,Dollars per Million Btu
180,"Henry Hub Natural Gas Spot Price, Daily",20200219,D,2.01,Dollars per Million Btu
181,"Henry Hub Natural Gas Spot Price, Daily",20200218,D,2.04,Dollars per Million Btu
182,"Henry Hub Natural Gas Spot Price, Daily",20200217,D,1.93,Dollars per Million Btu
183,"Henry Hub Natural Gas Spot Price, Daily",20200214,D,1.93,Dollars per Million Btu
184,"Henry Hub Natural Gas Spot Price, Daily",20200213,D,1.95,Dollars per Million Btu
185,"Henry Hub Natural Gas Spot Price, Daily",20200212,D,1.91,Dollars per Million Btu
186,"Henry Hub Natural Gas Spot Price, Daily",20200211,D,1.85,Dollars per Million Btu
187,"Henry Hub Natural Gas Spot Price, Daily",20200210,D,1.85,Dollars per Million Btu
188,"Henry Hub Natural Gas Spot Price, Daily",20200207,D,1.93,Dollars per Million Btu
189,"Henry Hub Natural Gas Spot Price, Daily",20200206,D,1.86,Dollars per Million Btu
190,"Henry Hub Natural Gas Spot Price, Daily",20200205,D,1.89,Dollars per Million Btu
191,"Henry Hub Natural Gas Spot Price, Daily",20200204,D,1.89,Dollars per Million Btu
192,"Henry Hub Natural Gas Spot Price, Daily",20200203,D,1.9,Dollars per Million Btu
193,"Henry Hub Natural Gas Spot Price, Daily",20200131,D,1.91,Dollars per Million Btu
194,"Henry Hub Natural Gas Spot Price, Daily",20200130,D,1.94,Dollars per Million Btu
195,"Henry Hub Natural Gas Spot Price, Daily",20200129,D,1.93,Dollars per Million Btu
196,"Henry Hub Natural Gas Spot Price, Daily",20200128,D,1.96,Dollars per Million Btu
197,"Henry Hub Natural Gas Spot Price, Daily",20200127,D,2.03,Dollars per Million Btu
198,"Henry Hub Natural Gas Spot Price, Daily",20200124,D,1.91,Dollars per Million Btu
199,"Henry Hub Natural Gas Spot Price, Daily",20200123,D,1.95,Dollars per Million Btu
200,"Henry Hub Natural Gas Spot Price, Daily",20200122,D,1.89,Dollars per Million Btu
201,"Henry Hub Natural Gas Spot Price, Daily",20200121,D,1.98,Dollars per Million Btu
202,"Henry Hub Natural Gas Spot Price, Daily",20200117,D,2.07,Dollars per Million Btu
203,"Henry Hub Natural Gas Spot Price, Daily",20200116,D,2.06,Dollars per Million Btu
204,"Henry Hub Natural Gas Spot Price, Daily",20200115,D,2.01,Dollars per Million Btu
205,"Henry Hub Natural Gas Spot Price, Daily",20200114,D,2.15,Dollars per Million Btu
206,"Henry Hub Natural Gas Spot Price, Daily",20200113,D,2.03,Dollars per Million Btu
207,"Henry Hub Natural Gas Spot Price, Daily",20200110,D,2.05,Dollars per Million Btu
208,"Henry Hub Natural Gas Spot Price, Daily",20200109,D,2.05,Dollars per Million Btu
209,"Henry Hub Natural Gas Spot Price, Daily",20200108,D,2.09,Dollars per Million Btu
210,"Henry Hub Natural Gas Spot Price, Daily",20200107,D,2.17,Dollars per Million Btu
211,"Henry Hub Natural Gas Spot Price, Daily",20200106,D,2.1,Dollars per Million Btu
212,"Henry Hub Natural Gas Spot Price, Daily",20200103,D,2.06,Dollars per Million Btu
213,"Henry Hub Natural Gas Spot Price, Daily",20200102,D,2.05,Dollars per Million Btu
214,"Henry Hub Natural Gas Spot Price, Daily",20200101,D,2.09,Dollars per Million Btu
215,"Henry Hub Natural Gas Spot Price, Daily",20191231,D,2.09,Dollars per Million Btu
216,"Henry Hub Natural Gas Spot Price, Daily",20191230,D,2.06,Dollars per Million Btu
217,"Henry Hub Natural Gas Spot Price, Daily",20191227,D,1.75,Dollars per Million Btu
218,"Henry Hub Natural Gas Spot Price, Daily",20191226,D,2.09,Dollars per Million Btu
219,"Henry Hub Natural Gas Spot Price, Daily",20191225,D,2.11,Dollars per Million Btu
220,"Henry Hub Natural Gas Spot Price, Daily",20191224,D,2.11,Dollars per Million Btu
221,"Henry Hub Natural Gas Spot Price, Daily",20191223,D,2.17,Dollars per Million Btu
222,"Henry Hub Natural Gas Spot Price, Daily",20191220,D,2.27,Dollars per Million Btu
223,"Henry Hub Natural Gas Spot Price, Daily",20191219,D,2.21,Dollars per Million Btu
224,"Henry Hub Natural Gas Spot Price, Daily",20191218,D,2.26,Dollars per Million Btu
225,"Henry Hub Natural Gas Spot Price, Daily",20191217,D,2.3,Dollars per Million Btu
226,"Henry Hub Natural Gas Spot Price, Daily",20191216,D,2.34,Dollars per Million Btu
227,"Henry Hub Natural Gas Spot Price, Daily",20191213,D,2.28,Dollars per Million Btu
228,"Henry Hub Natural Gas Spot Price, Daily",20191212,D,2.28,Dollars per Million Btu
229,"Henry Hub Natural Gas Spot Price, Daily",20191211,D,2.28,Dollars per Million Btu
230,"Henry Hub Natural Gas Spot Price, Daily",20191210,D,2.18,Dollars per Million Btu
231,"Henry Hub Natural Gas Spot Price, Daily",20191209,D,2.17,Dollars per Million Btu
232,"Henry Hub Natural Gas Spot Price, Daily",20191206,D,2.31,Dollars per Million Btu
233,"Henry Hub Natural Gas Spot Price, Daily",20191205,D,2.42,Dollars per Million Btu
234,"Henry Hub Natural Gas Spot Price, Daily",20191204,D,2.43,Dollars per Million Btu
235,"Henry Hub Natural Gas Spot Price, Daily",20191203,D,2.42,Dollars per Million Btu
236,"Henry Hub Natural Gas Spot Price, Daily",20191202,D,2.29,Dollars per Million Btu
237,"Henry Hub Natural Gas Spot Price, Daily",20191129,D,2.46,Dollars per Million Btu
238,"Henry Hub Natural Gas Spot Price, Daily",20191127,D,2.46,Dollars per Million Btu
239,"Henry Hub Natural Gas Spot Price, Daily",20191126,D,2.51,Dollars per Million Btu
240,"Henry Hub Natural Gas Spot Price, Daily",20191125,D,2.51,Dollars per Million Btu
241,"Henry Hub Natural Gas Spot Price, Daily",20191122,D,2.62,Dollars per Million Btu
242,"Henry Hub Natural Gas Spot Price, Daily",20191121,D,2.53,Dollars per Million Btu
243,"Henry Hub Natural Gas Spot Price, Daily",20191120,D,2.56,Dollars per Million Btu
244,"Henry Hub Natural Gas Spot Price, Daily",20191119,D,2.53,Dollars per Million Btu
245,"Henry Hub Natural Gas Spot Price, Daily",20191118,D,2.64,Dollars per Million Btu
246,"Henry Hub Natural Gas Spot Price, Daily",20191115,D,2.7,Dollars per Million Btu
247,"Henry Hub Natural Gas Spot Price, Daily",20191114,D,2.68,Dollars per Million Btu
248,"Henry Hub Natural Gas Spot Price, Daily",20191113,D,2.66,Dollars per Million Btu
249,"Henry Hub Natural Gas Spot Price, Daily",20191112,D,2.72,Dollars per Million Btu
250,"Henry Hub Natural Gas Spot Price, Daily",20191111,D,2.87,Dollars per Million Btu
251,"Henry Hub Natural Gas Spot Price, Daily",20191108,D,2.87,Dollars per Million Btu
252,"Henry Hub Natural Gas Spot Price, Daily",20191107,D,2.84,Dollars per Million Btu
253,"Henry Hub Natural Gas Spot Price, Daily",20191106,D,2.82,Dollars per Million Btu
254,"Henry Hub Natural Gas Spot Price, Daily",20191105,D,2.77,Dollars per Million Btu
255,"Henry Hub Natural Gas Spot Price, Daily",20191104,D,2.77,Dollars per Million Btu
256,"Henry Hub Natural Gas Spot Price, Daily",20191101,D,2.54,Dollars per Million Btu
257,"Henry Hub Natural Gas Spot Price, Daily",20191031,D,2.73,Dollars per Million Btu
258,"Henry Hub Natural Gas Spot Price, Daily",20191030,D,2.71,Dollars per Million Btu
259,"Henry Hub Natural Gas Spot Price, Daily",20191029,D,2.61,Dollars per Million Btu
260,"Henry Hub Natural Gas Spot Price, Daily",20191028,D,2.49,Dollars per Million Btu
261,"Henry Hub Natural Gas Spot Price, Daily",20191025,D,2.26,Dollars per Million Btu
262,"Henry Hub Natural Gas Spot Price, Daily",20191024,D,2.33,Dollars per Million Btu
263,"Henry Hub Natural Gas Spot Price, Daily",20191023,D,2.34,Dollars per Million Btu
264,"Henry Hub Natural Gas Spot Price, Daily",20191022,D,2.21,Dollars per Million Btu
265,"Henry Hub Natural Gas Spot Price, Daily",20191021,D,2.13,Dollars per Million Btu
266,"Henry Hub Natural Gas Spot Price, Daily",20191018,D,2.08,Dollars per Million Btu
267,"Henry Hub Natural Gas Spot Price, Daily",20191017,D,2.29,Dollars per Million Btu
268,"Henry Hub Natural Gas Spot Price, Daily",20191016,D,2.44,Dollars per Million Btu
269,"Henry Hub Natural Gas Spot Price, Daily",20191015,D,2.29,Dollars per Million Btu
270,"Henry Hub Natural Gas Spot Price, Daily",20191014,D,2.13,Dollars per Million Btu
271,"Henry Hub Natural Gas Spot Price, Daily",20191011,D,2.13,Dollars per Million Btu
272,"Henry Hub Natural Gas Spot Price, Daily",20191010,D,2.26,Dollars per Million Btu
273,"Henry Hub Natural Gas Spot Price, Daily",20191009,D,2.26,Dollars per Million Btu
274,"Henry Hub Natural Gas Spot Price, Daily",20191008,D,2.29,Dollars per Million Btu
275,"Henry Hub Natural Gas Spot Price, Daily",20191007,D,2.36,Dollars per Million Btu
276,"Henry Hub Natural Gas Spot Price, Daily",20191004,D,2.25,Dollars per Million Btu
277,"Henry Hub Natural Gas Spot Price, Daily",20191003,D,2.31,Dollars per Million Btu
278,"Henry Hub Natural Gas Spot Price, Daily",20191002,D,2.36,Dollars per Million Btu
279,"Henry Hub Natural Gas Spot Price, Daily",20191001,D,2.36,Dollars per Million Btu
280,"Henry Hub Natural Gas Spot Price, Daily",20190930,D,2.37,Dollars per Million Btu
281,"Henry Hub Natural Gas Spot Price, Daily",20190927,D,2.41,Dollars per Million Btu
282,"Henry Hub Natural Gas Spot Price, Daily",20190926,D,2.57,Dollars per Million Btu
283,"Henry Hub Natural Gas Spot Price, Daily",20190925,D,2.54,Dollars per Million Btu
284,"Henry Hub Natural Gas Spot Price, Daily",20190924,D,2.55,Dollars per Million Btu
285,"Henry Hub Natural Gas Spot Price, Daily",20190923,D,2.55,Dollars per Million Btu
286,"Henry Hub Natural Gas Spot Price, Daily",20190920,D,2.34,Dollars per Million Btu
287,"Henry Hub Natural Gas Spot Price, Daily",20190919,D,2.65,Dollars per Million Btu
288,"Henry Hub Natural Gas Spot Price, Daily",20190918,D,2.72,Dollars per Million Btu
289,"Henry Hub Natural Gas Spot Price, Daily",20190917,D,2.7,Dollars per Million Btu
290,"Henry Hub Natural Gas Spot Price, Daily",20190916,D,2.75,Dollars per Million Btu
291,"Henry Hub Natural Gas Spot Price, Daily",20190913,D,2.61,Dollars per Million Btu
292,"Henry Hub Natural Gas Spot Price, Daily",20190912,D,2.62,Dollars per Million Btu
293,"Henry Hub Natural Gas Spot Price, Daily",20190911,D,2.63,Dollars per Million Btu
294,"Henry Hub Natural Gas Spot Price, Daily",20190910,D,2.67,Dollars per Million Btu
295,"Henry Hub Natural Gas Spot Price, Daily",20190909,D,2.65,Dollars per Million Btu
296,"Henry Hub Natural Gas Spot Price, Daily",20190906,D,2.49,Dollars per Million Btu
297,"Henry Hub Natural Gas Spot Price, Daily",20190905,D,2.49,Dollars per Million Btu
298,"Henry Hub Natural Gas Spot Price, Daily",20190904,D,2.48,Dollars per Million Btu
299,"Henry Hub Natural Gas Spot Price, Daily",20190903,D,2.39,Dollars per Million Btu
300,"Henry Hub Natural Gas Spot Price, Daily",20190902,D,2.33,Dollars per Million Btu
301,"Henry Hub Natural Gas Spot Price, Daily",20190830,D,2.33,Dollars per Million Btu
302,"Henry Hub Natural Gas Spot Price, Daily",20190829,D,2.36,Dollars per Million Btu
