,Crypto,Date,Low,High,Open,Close,Volume
197,DASH,2020-04-16,67.0,77.782,69.453,76.501,11992.93128487
198,DASH,2020-04-15,69.357,73.792,72.185,69.768,7058.69371203
199,DASH,2020-04-14,72.096,74.787,73.555,72.354,4641.83359044
200,DASH,2020-04-13,70.21,74.216,74.216,73.479,8140.19509295
201,DASH,2020-04-12,73.05,78.739,75.212,74.201,6863.99786937
202,DASH,2020-04-11,73.064,77.842,74.181,74.993,10146.84038511
203,DASH,2020-04-10,70.06,83.491,83.052,74.552,21370.74160115
204,DASH,2020-04-09,74.243,84.42,75.714,83.057,28661.00099662
205,DASH,2020-04-08,71.094,76.795,72.084,75.615,7540.79074409
206,DASH,2020-04-07,69.973,76.998,73.381,72.087,20619.54373109
207,DASH,2020-04-06,66.912,73.25,67.11,73.25,13080.17953712
208,DASH,2020-04-05,66.022,68.867,68.681,66.93,5106.87062295
209,DASH,2020-04-04,66.933,69.619,67.477,68.431,5249.24786505
210,DASH,2020-04-03,66.24,71.0,67.599,67.339,5901.99480562
211,DASH,2020-04-02,64.0,71.5,66.1,67.599,12768.24630829
212,DASH,2020-04-01,62.281,66.847,65.011,65.926,7686.64659885
213,DASH,2020-03-31,64.169,66.575,65.876,65.079,5721.15692554
214,DASH,2020-03-30,60.353,67.438,60.571,65.876,13225.48748387
215,DASH,2020-03-29,60.332,65.935,65.656,60.57,9001.20480074
216,DASH,2020-03-28,62.121,67.746,67.746,65.635,14041.89526399
217,DASH,2020-03-27,60.0,73.0,68.512,67.791,41342.71826877
218,DASH,2020-03-26,66.661,68.91,68.251,68.569,6740.49381676
219,DASH,2020-03-25,66.66,70.65,69.91,68.01,11931.69950135
220,DASH,2020-03-24,67.901,75.0,71.662,70.014,24383.36260144
221,DASH,2020-03-23,60.496,72.258,62.248,71.525,21513.04288365
222,DASH,2020-03-22,61.053,73.588,71.487,62.229,30519.01727481
223,DASH,2020-03-21,67.484,75.5,71.731,71.586,40832.82841842
224,DASH,2020-03-20,61.126,78.088,65.618,71.887,62027.69383992
225,DASH,2020-03-19,56.603,71.229,62.789,65.668,79243.09370979
226,DASH,2020-03-18,45.189,65.5,45.995,63.127,78731.96428473
227,DASH,2020-03-17,42.582,47.184,42.998,45.933,13842.70035313
228,DASH,2020-03-16,38.078,47.71,47.708,43.52,22986.8236687
229,DASH,2020-03-15,45.47,51.987,46.002,47.706,13636.62462016
230,DASH,2020-03-14,45.121,52.779,51.698,46.105,16041.26785221
231,DASH,2020-03-13,33.55,54.794,44.652,51.678,68661.79125292
232,DASH,2020-03-12,42.101,72.587,72.15,44.686,52759.05994349
233,DASH,2020-03-11,67.156,75.211,74.607,72.15,6818.97569256
234,DASH,2020-03-10,71.403,76.446,73.569,74.728,10081.22572492
235,DASH,2020-03-09,67.104,75.72,73.7,73.768,22645.78025837
236,DASH,2020-03-08,73.024,88.166,88.166,73.711,19055.32077533
237,DASH,2020-03-07,87.358,94.444,94.0,88.394,6844.70420683
238,DASH,2020-03-06,89.084,94.385,89.999,94.0,9169.98628236
239,DASH,2020-03-05,87.164,92.78,87.164,89.999,9571.73888744
240,DASH,2020-03-04,85.443,90.097,88.934,86.832,5269.49859912
241,DASH,2020-03-03,86.923,90.836,89.932,88.786,5479.63916802
242,DASH,2020-03-02,83.974,92.776,84.21,90.403,11414.86937914
243,DASH,2020-03-01,83.047,89.745,85.468,84.458,8107.13892725
244,DASH,2020-02-29,85.171,90.444,88.619,85.402,6153.91907656
245,DASH,2020-02-28,83.001,92.812,89.562,88.462,14457.87011338
246,DASH,2020-02-27,80.01,97.52,84.154,89.205,24848.40102123
247,DASH,2020-02-26,80.0,96.713,95.386,84.555,27537.23874592
248,DASH,2020-02-25,94.01,103.791,103.787,95.494,12301.25706492
249,DASH,2020-02-24,99.541,109.27,108.102,103.542,8666.99252268
250,DASH,2020-02-23,103.732,110.61,104.203,108.312,10438.74152405
251,DASH,2020-02-22,102.697,110.0,107.681,104.247,9067.8549449
252,DASH,2020-02-21,103.193,110.273,105.031,107.807,8926.41161039
253,DASH,2020-02-20,100.0,107.03,104.528,105.334,13893.04781469
254,DASH,2020-02-19,104.0,116.091,115.782,104.575,16940.14706886
255,DASH,2020-02-18,107.056,118.0,115.0,116.049,13852.38588208
256,DASH,2020-02-17,101.608,116.95,111.261,114.995,15864.90217221
257,DASH,2020-02-16,99.79,124.386,120.8,111.39,16488.07410732
258,DASH,2020-02-15,115.571,133.713,133.454,120.805,15020.37104781
259,DASH,2020-02-14,128.185,134.45,130.853,133.246,9997.78369495
260,DASH,2020-02-13,126.741,137.75,133.598,130.885,17309.43871752
261,DASH,2020-02-12,129.601,137.909,130.017,133.858,17171.25958146
262,DASH,2020-02-11,123.786,133.543,127.654,129.701,22498.7006172
263,DASH,2020-02-10,123.4,128.952,128.358,127.681,15248.68417519
264,DASH,2020-02-09,124.069,130.797,126.497,128.359,15976.06120288
265,DASH,2020-02-08,111.991,131.978,118.7,126.1,46142.10351462
266,DASH,2020-02-07,117.226,122.782,120.032,118.568,11860.37764748
267,DASH,2020-02-06,118.101,124.1,123.0,120.032,16346.66647883
268,DASH,2020-02-05,109.615,124.417,110.363,122.996,20936.69671052
269,DASH,2020-02-04,108.042,116.0,115.016,110.362,12746.13617755
270,DASH,2020-02-03,113.703,117.314,114.0,115.042,7956.25428625
271,DASH,2020-02-02,112.114,117.399,116.482,114.013,14128.54555112
272,DASH,2020-02-01,114.58,119.5,116.084,116.268,11783.34145684
273,DASH,2020-01-31,112.816,124.5,122.166,116.084,17452.8921467
274,DASH,2020-01-30,117.221,125.528,122.001,122.283,23473.78651949
275,DASH,2020-01-29,114.382,128.208,115.667,121.141,32171.81576455
276,DASH,2020-01-28,110.767,117.326,112.602,116.096,17669.77493639
277,DASH,2020-01-27,111.101,125.0,111.101,112.802,47607.08435166
278,DASH,2020-01-26,100.137,112.931,101.5,111.527,27211.93006472
279,DASH,2020-01-25,97.091,104.0,100.25,101.5,9558.91772374
280,DASH,2020-01-24,93.034,104.002,102.617,100.4,17303.40840197
281,DASH,2020-01-23,97.645,107.441,107.441,102.228,20988.95734374
282,DASH,2020-01-22,106.291,113.001,110.007,107.439,13862.86190649
283,DASH,2020-01-21,104.252,114.199,108.926,110.07,21263.45580904
284,DASH,2020-01-20,100.0,115.25,105.101,108.92,44010.35599448
285,DASH,2020-01-19,91.338,109.456,101.506,105.203,44630.19028112
286,DASH,2020-01-18,96.104,116.706,113.501,101.47,51193.99959875
287,DASH,2020-01-17,108.27,127.652,127.003,112.737,58396.6953576
288,DASH,2020-01-16,112.452,134.25,132.973,127.064,79884.08996162
289,DASH,2020-01-15,88.46,144.996,89.156,132.004,184294.55690169
290,DASH,2020-01-14,69.392,91.059,69.707,88.944,82586.21991684
291,DASH,2020-01-13,63.591,71.548,66.155,69.464,17205.10208728
292,DASH,2020-01-12,61.364,67.99,63.0,66.321,18397.5236828
293,DASH,2020-01-11,55.648,68.315,56.931,63.5,39601.40573527
294,DASH,2020-01-10,49.7,57.212,50.513,56.81,11005.20266387
295,DASH,2020-01-09,49.601,53.1,52.178,50.621,6469.32498128
296,DASH,2020-01-08,50.934,56.933,54.614,52.463,15669.26736603
297,DASH,2020-01-07,53.182,57.749,56.793,54.472,16806.11706837
298,DASH,2020-01-06,50.723,57.75,51.052,56.793,28718.42259489
0,DASH,2020-01-05,45.03,64.49,46.039,51.006,42639.81322942
1,DASH,2020-01-04,42.667,47.395,43.76,46.285,5361.81558843
2,DASH,2020-01-03,39.825,44.062,39.943,43.704,5208.88486787
3,DASH,2020-01-02,38.461,41.803,41.803,39.831,3261.58323526
4,DASH,2020-01-01,40.544,42.5,40.828,41.806,2795.72382276
5,DASH,2019-12-31,40.446,42.521,41.93,40.918,4764.88578368
6,DASH,2019-12-30,40.939,44.922,44.557,41.992,8596.49139038
7,DASH,2019-12-29,41.196,46.809,41.701,44.669,11729.18320481
8,DASH,2019-12-28,39.498,43.339,39.632,41.777,7066.39518665
9,DASH,2019-12-27,38.17,40.362,39.985,39.669,4593.50905773
10,DASH,2019-12-26,38.194,41.259,40.87,40.054,7209.79991633
11,DASH,2019-12-25,40.393,41.758,41.623,40.842,2051.50398476
12,DASH,2019-12-24,41.196,43.143,42.791,41.78,1897.04581904
13,DASH,2019-12-23,42.454,44.917,44.438,42.772,3542.81005292
14,DASH,2019-12-22,42.553,44.647,42.741,44.361,3239.51586221
15,DASH,2019-12-21,42.388,43.477,43.375,42.729,1190.86824946
16,DASH,2019-12-20,41.948,43.771,42.85,43.376,3107.78922076
17,DASH,2019-12-19,42.149,44.985,44.502,42.995,4640.74136926
18,DASH,2019-12-18,40.002,48.59,41.206,44.4,6822.21169286
19,DASH,2019-12-17,40.752,46.091,45.96,41.294,6738.61079524
20,DASH,2019-12-16,45.0,50.816,50.762,45.953,4780.13582484
21,DASH,2019-12-15,48.891,51.228,49.599,50.809,1292.67088673
22,DASH,2019-12-14,49.002,51.321,50.888,49.594,1328.27387392
23,DASH,2019-12-13,49.549,51.309,49.948,50.888,2100.90207559
24,DASH,2019-12-12,48.57,50.499,50.066,49.871,2504.1807059
25,DASH,2019-12-11,49.227,50.849,50.115,50.066,1361.59418908
26,DASH,2019-12-10,49.405,51.742,51.096,50.033,2006.5325203
27,DASH,2019-12-09,50.388,53.1,52.014,51.109,6324.87894301
28,DASH,2019-12-08,51.61,52.726,52.576,52.014,1944.18505996
29,DASH,2019-12-07,51.668,56.0,52.889,52.648,3673.35357788
30,DASH,2019-12-06,49.511,53.0,50.0,52.696,9077.90342637
31,DASH,2019-12-05,47.027,51.641,50.249,49.984,44968.18331578
32,DASH,2019-12-04,49.5,52.999,51.24,50.22,5029.95146443
33,DASH,2019-12-03,50.639,52.319,51.701,51.24,2286.64364574
34,DASH,2019-12-02,51.528,54.158,53.308,51.834,2818.01533965
35,DASH,2019-12-01,51.639,55.175,55.175,53.261,4763.18898592
36,DASH,2019-11-30,54.478,58.2,57.009,55.182,3790.19098376
37,DASH,2019-11-29,52.577,59.362,53.0,56.979,8434.22148265
38,DASH,2019-11-28,49.387,54.948,50.432,52.404,5691.68657852
39,DASH,2019-11-27,48.001,52.935,50.487,50.431,5213.22206996
40,DASH,2019-11-26,49.53,51.818,49.716,50.319,4363.56252883
41,DASH,2019-11-25,47.513,53.49,51.148,49.982,7263.7197026
42,DASH,2019-11-24,50.589,55.725,54.919,50.758,6530.20220661
43,DASH,2019-11-23,53.698,57.407,55.36,54.7,4901.9703368
44,DASH,2019-11-22,53.124,61.076,60.138,55.467,9577.57968251
45,DASH,2019-11-21,58.887,64.449,63.507,60.309,4734.02961572
46,DASH,2019-11-20,63.27,65.664,65.294,63.506,2141.60635265
47,DASH,2019-11-19,62.903,65.734,63.995,65.293,2006.26274574
48,DASH,2019-11-18,63.0,68.074,67.8,64.215,2441.86704995
49,DASH,2019-11-17,67.248,68.388,68.172,67.77,1169.16072114
50,DASH,2019-11-16,67.109,68.375,67.95,68.056,1386.39968855
51,DASH,2019-11-15,65.641,69.59,68.817,67.951,1607.83966998
52,DASH,2019-11-14,68.165,69.914,69.532,68.551,1573.73139721
53,DASH,2019-11-13,69.26,70.642,70.054,69.53,1732.32616863
54,DASH,2019-11-12,68.789,70.73,69.997,70.17,1768.83779246
55,DASH,2019-11-11,69.355,72.989,71.51,69.999,5334.47526207
56,DASH,2019-11-10,69.194,72.56,69.832,71.5,4913.67895297
57,DASH,2019-11-09,69.003,71.53,69.046,69.889,1950.11558798
58,DASH,2019-11-08,68.0,72.999,71.833,69.457,3626.61238686
59,DASH,2019-11-07,71.342,74.664,74.227,71.99,3146.069216
60,DASH,2019-11-06,72.763,74.899,74.686,74.298,3911.12005602
61,DASH,2019-11-05,71.345,75.72,72.694,74.59,3784.45893825
62,DASH,2019-11-04,70.828,74.0,71.225,72.703,1837.06996069
63,DASH,2019-11-03,70.657,73.0,72.471,71.389,1469.38582196
64,DASH,2019-11-02,71.358,72.649,72.034,72.415,1446.8634701
65,DASH,2019-11-01,70.135,72.357,71.35,72.031,1855.58814275
66,DASH,2019-10-31,70.122,72.921,72.314,71.379,1717.28154944
